filmId,title
46151.0,Bride Wars
386631.0,Benedetta
15669.0,Where Is the Friend's House?
1059457.0,The Rat Catcher
47062.0,Scanners
125976.0,Frank
47615.0,Christine
342037.0,13th
658830.0,Broker
895290.0,All of Us Strangers
360028.0,The Miseducation of Cameron Post
64393.0,Magic Mike
45702.0,The Birdcage
542001.0,Bros
605193.0,Flee
46929.0,Sideways
42101.0,A Goofy Movie
724394.0,The Exorcist: Believer
42706.0,Uptown Girls
36501.0,Julie & Julia
50866.0,Godzilla
703943.0,EO
780321.0,You People
43088.0,Ella Enchanted
25650.0,Sorcerer
